corpus,tokenizer,form,pieces,occurrences,lexicon
mentalriskes,e5 / XLM-R,jugando,▁juga | ndo,1,False
mentalriskes,e5 / XLM-R,juntamos,▁junta | mos,1,False
mentalriskes,e5 / XLM-R,juntarme,▁junta | rme,1,False
mentalriskes,e5 / XLM-R,juntas,▁junta | s,1,False
mentalriskes,e5 / XLM-R,justito,▁just | ito,1,False
mentalriskes,e5 / XLM-R,juzagada,▁ju | za | gada,1,False
mentalriskes,e5 / XLM-R,juzga,▁juz | ga,1,False
mentalriskes,e5 / XLM-R,juzgaba,▁juz | gaba,1,False
mentalriskes,e5 / XLM-R,juzgada,▁juz | gada,1,False
mentalriskes,e5 / XLM-R,juzgarlas,▁ju | zgar | las,1,False
mentalriskes,e5 / XLM-R,juzgarlos,▁ju | zgar | los,1,False
mentalriskes,e5 / XLM-R,juzgarme,▁ju | zgar | me,1,False
mentalriskes,e5 / XLM-R,labores,▁labore | s,1,False
mentalriskes,e5 / XLM-R,labrando,▁la | brand | o,1,False
mentalriskes,e5 / XLM-R,largos,▁largo | s,1,False
mentalriskes,e5 / XLM-R,lecturas,▁lectura | s,1,False
mentalriskes,e5 / XLM-R,lejano,▁le | ja | no,1,False
mentalriskes,e5 / XLM-R,lejanía,▁le | jan | ía,1,False
mentalriskes,e5 / XLM-R,lesivo,▁les | ivo,1,False
mentalriskes,e5 / XLM-R,levantarme,▁levantar | me,1,False
mentalriskes,e5 / XLM-R,levanto,▁levan | to,1,False
mentalriskes,e5 / XLM-R,levantó,▁levan | tó,1,False
mentalriskes,e5 / XLM-R,leyéndose,▁ley | éndose,1,False
mentalriskes,e5 / XLM-R,liados,▁li | ados,1,False
mentalriskes,e5 / XLM-R,liarse,▁li | arse,1,False
mentalriskes,e5 / XLM-R,librado,▁libra | do,1,False
mentalriskes,e5 / XLM-R,librarme,▁libra | rme,1,False
mentalriskes,e5 / XLM-R,lidiando,▁lidi | ando,1,False
mentalriskes,e5 / XLM-R,limitaciones,▁limita | ciones,1,False
mentalriskes,e5 / XLM-R,limitadas,▁limitada | s,1,False
mentalriskes,e5 / XLM-R,limpiado,▁limpia | do,1,False
mentalriskes,e5 / XLM-R,limpian,▁limpia | n,1,False
mentalriskes,e5 / XLM-R,limpiase,▁limpia | se,1,False
mentalriskes,e5 / XLM-R,liviana,▁liv | iana,1,False
mentalriskes,e5 / XLM-R,llaman,▁llama | n,1,False
mentalriskes,e5 / XLM-R,llegué,▁lle | gué,1,False
mentalriskes,e5 / XLM-R,llevarla,▁llevar | la,1,False
mentalriskes,e5 / XLM-R,llevaría,▁llevar | ía,1,False
mentalriskes,e5 / XLM-R,llevase,▁lleva | se,1,False
mentalriskes,e5 / XLM-R,lleve,▁lle | ve,1,False
mentalriskes,e5 / XLM-R,lloro,▁llo | ro,1,False
mentalriskes,e5 / XLM-R,locomotora,▁loco | motor | a,1,False
mentalriskes,e5 / XLM-R,lohe,▁lo | he,1,False
mentalriskes,e5 / XLM-R,lógica,▁ | lógica,1,False
mentalriskes,e5 / XLM-R,lógico,▁ | lógico,1,False
mentalriskes,e5 / XLM-R,maleta,▁male | ta,1,False
mentalriskes,e5 / XLM-R,maletero,▁male | tero,1,False
mentalriskes,e5 / XLM-R,malos,▁malo | s,1,False
mentalriskes,e5 / XLM-R,mandaron,▁mandar | on,1,False
mentalriskes,e5 / XLM-R,mandaste,▁manda | ste,1,False
mentalriskes,e5 / XLM-R,mande,▁man | de,1,False
mentalriskes,e5 / XLM-R,manejar,▁mane | jar,1,False
mentalriskes,e5 / XLM-R,manieste,▁mani | este,1,False
mentalriskes,e5 / XLM-R,mantenerme,▁mantener | me,1,False
mentalriskes,e5 / XLM-R,manutención,▁man | uten | ción,1,False
mentalriskes,e5 / XLM-R,maps,▁map | s,1,False
mentalriskes,e5 / XLM-R,marchado,▁marcha | do,1,False
mentalriskes,e5 / XLM-R,mareo,▁mare | o,1,False
mentalriskes,e5 / XLM-R,masculina,▁masculin | a,1,False
mentalriskes,e5 / XLM-R,medicación,▁medica | ción,1,False
mentalriskes,e5 / XLM-R,meditación,▁medita | ción,1,False
mentalriskes,e5 / XLM-R,meiba,▁mei | ba,1,False
mentalriskes,e5 / XLM-R,mejoraría,▁mejorar | ía,1,False
mentalriskes,e5 / XLM-R,menos,men | os,1,False
mentalriskes,e5 / XLM-R,menudo,▁menu | do,1,False
mentalriskes,e5 / XLM-R,merecería,▁merece | ría,1,False
mentalriskes,e5 / XLM-R,merendar,▁mere | ndar,1,False
mentalriskes,e5 / XLM-R,merezca,▁mere | z | ca,1,False
mentalriskes,e5 / XLM-R,meti,▁met | i,1,False
mentalriskes,e5 / XLM-R,metiese,▁met | iese,1,False
mentalriskes,e5 / XLM-R,meto,▁met | o,1,False
mentalriskes,e5 / XLM-R,midiendo,▁mid | iendo,1,False
mentalriskes,e5 / XLM-R,miedica,▁mie | dica,1,False
mentalriskes,e5 / XLM-R,miedos,▁miedo | s,1,True
mentalriskes,e5 / XLM-R,mierda,▁mier | da,1,False
mentalriskes,e5 / XLM-R,migraña,▁migra | ña,1,False
mentalriskes,e5 / XLM-R,migrañas,▁migra | ñas,1,False
mentalriskes,e5 / XLM-R,miguel,▁mig | uel,1,False
mentalriskes,e5 / XLM-R,minoría,▁minor | ía,1,False
mentalriskes,e5 / XLM-R,mios,▁mi | os,1,False
mentalriskes,e5 / XLM-R,miran,▁mir | an,1,False
mentalriskes,e5 / XLM-R,mirarlo,▁mirar | lo,1,False
mentalriskes,e5 / XLM-R,mirándolo,▁mi | rá | ndolo,1,False
mentalriskes,e5 / XLM-R,molestado,▁molesta | do,1,False
mentalriskes,e5 / XLM-R,molestar,▁molesta | r,1,False
mentalriskes,e5 / XLM-R,molestarles,▁molesta | r | les,1,False
mentalriskes,e5 / XLM-R,molestará,▁molesta | rá,1,False
mentalriskes,e5 / XLM-R,momentánea,▁moment | án | e | a,1,False
mentalriskes,e5 / XLM-R,morirm,▁morir | m,1,False
mentalriskes,e5 / XLM-R,motivacion,▁motiva | cion,1,True
mentalriskes,e5 / XLM-R,moverme,▁mover | me,1,False
mentalriskes,e5 / XLM-R,muchachas,▁much | achas,1,False
mentalriskes,e5 / XLM-R,muchisimos,▁much | isi | mos,1,False
mentalriskes,e5 / XLM-R,muera,▁mu | era,1,True
mentalriskes,e5 / XLM-R,muerdo,▁mu | er | do,1,False
mentalriskes,e5 / XLM-R,muestras,▁muestra | s,1,False
mentalriskes,e5 / XLM-R,muletilla,▁mu | let | illa,1,False
mentalriskes,e5 / XLM-R,murió,▁mur | ió,1,True
mentalriskes,e5 / XLM-R,muuuuuy,▁mu | uuuu | y,1,False
mentalriskes,e5 / XLM-R,muyy,▁muy | y,1,False
mentalriskes,e5 / XLM-R,máster,▁más | ter,1,False
mentalriskes,e5 / XLM-R,mínimamente,▁mínima | mente,1,False
mentalriskes,e5 / XLM-R,nacido,▁na | cido,1,False
mentalriskes,e5 / XLM-R,nalestar,▁na | le | star,1,False
mentalriskes,e5 / XLM-R,naster,▁na | ster,1,False
mentalriskes,e5 / XLM-R,necesariamente,▁necesaria | mente,1,False
mentalriskes,e5 / XLM-R,necesitaría,▁necesita | ría,1,False
mentalriskes,e5 / XLM-R,negativas,▁negativa | s,1,False
mentalriskes,e5 / XLM-R,negativos,▁negativo | s,1,False
mentalriskes,e5 / XLM-R,nerviosismo,▁nervios | ismo,1,False
mentalriskes,e5 / XLM-R,niega,▁nie | ga,1,False
mentalriskes,e5 / XLM-R,niñas,▁ni | ñas,1,False
mentalriskes,e5 / XLM-R,normales,▁normale | s,1,False
mentalriskes,e5 / XLM-R,normativa,norm | a | tiva,1,False
mentalriskes,e5 / XLM-R,notara,▁notar | a,1,False
mentalriskes,e5 / XLM-R,notazas,▁nota | zas,1,False
mentalriskes,e5 / XLM-R,novia,▁novi | a,1,False
mentalriskes,e5 / XLM-R,nube,▁nu | be,1,False
mentalriskes,e5 / XLM-R,obligaciones,▁obliga | ciones,1,False
mentalriskes,e5 / XLM-R,obligación,▁obliga | ción,1,False
mentalriskes,e5 / XLM-R,observada,▁observa | da,1,False
mentalriskes,e5 / XLM-R,observado,▁observa | do,1,False
mentalriskes,e5 / XLM-R,obsesiva,▁obses | iva,1,False
mentalriskes,e5 / XLM-R,ocio,▁o | cio,1,False
mentalriskes,e5 / XLM-R,ocupaba,▁ocupa | ba,1,False
mentalriskes,e5 / XLM-R,ocupada,▁ocupa | da,1,False
mentalriskes,e5 / XLM-R,ocupados,▁ocupa | dos,1,False
mentalriskes,e5 / XLM-R,ocupan,▁ocupa | n,1,False
mentalriskes,e5 / XLM-R,ocurrirles,▁o | curr | ir | les,1,False
mentalriskes,e5 / XLM-R,odia,▁od | ia,1,False
mentalriskes,e5 / XLM-R,oesnamientos,▁oes | n | amiento | s,1,False
mentalriskes,e5 / XLM-R,olvidarme,▁olvidar | me,1,False
mentalriskes,e5 / XLM-R,olviden,▁olvide | n,1,False
mentalriskes,e5 / XLM-R,olvido,▁ol | vido,1,False
mentalriskes,e5 / XLM-R,oprimido,▁o | primi | do,1,False
mentalriskes,e5 / XLM-R,oralmente,▁or | almente,1,False
mentalriskes,e5 / XLM-R,ordenado,▁orden | ado,1,False
mentalriskes,e5 / XLM-R,organicé,▁organic | é,1,False
mentalriskes,e5 / XLM-R,orgullosa,▁orgullo | sa,1,False
mentalriskes,e5 / XLM-R,ostras,▁os | tras,1,False
mentalriskes,e5 / XLM-R,otea,▁o | tea,1,False
mentalriskes,e5 / XLM-R,oyendolo,▁o | ye | ndolo,1,False
mentalriskes,e5 / XLM-R,pague,▁pagu | e,1,False
mentalriskes,e5 / XLM-R,palpitaciones,▁palp | ita | ciones,1,False
mentalriskes,e5 / XLM-R,parado,▁para | do,1,False
mentalriskes,e5 / XLM-R,parar,▁para | r,1,False
mentalriskes,e5 / XLM-R,pararle,▁para | rle,1,False
mentalriskes,e5 / XLM-R,parecerían,▁parece | rían,1,False
mentalriskes,e5 / XLM-R,pared,▁par | ed,1,False
mentalriskes,e5 / XLM-R,parezca,▁par | ez | ca,1,False
mentalriskes,e5 / XLM-R,parpadeo,▁par | pad | eo,1,False
mentalriskes,e5 / XLM-R,parálisis,▁par | ális | is,1,False
mentalriskes,e5 / XLM-R,paró,▁par | ó,1,False
mentalriskes,e5 / XLM-R,pasan,▁pas | an,1,False
mentalriskes,e5 / XLM-R,pasara,▁pasar | a,1,False
mentalriskes,e5 / XLM-R,pasaria,▁pas | aria,1,False
mentalriskes,e5 / XLM-R,pasarlos,▁pasar | los,1,False
mentalriskes,e5 / XLM-R,pasarmelo,▁pasar | melo,1,False
mentalriskes,e5 / XLM-R,pasarne,▁pasar | ne,1,False
mentalriskes,e5 / XLM-R,pasaría,▁pasar | ía,1,False
mentalriskes,e5 / XLM-R,pasasen,▁pasa | sen,1,False
mentalriskes,e5 / XLM-R,pastillas,▁past | illas,1,False
mentalriskes,e5 / XLM-R,pasándolos,▁pas | á | ndolo | s,1,False
mentalriskes,e5 / XLM-R,pasándome,▁pas | án | dome,1,False
mentalriskes,e5 / XLM-R,pasé,▁pas | é,1,False
mentalriskes,e5 / XLM-R,patada,▁pa | tada,1,False
mentalriskes,e5 / XLM-R,pedazos,▁pe | da | zos,1,False
mentalriskes,e5 / XLM-R,peligroso,▁peligro | so,1,False
mentalriskes,e5 / XLM-R,pelis,▁peli | s,1,False
mentalriskes,e5 / XLM-R,peluquero,▁pel | u | que | ro,1,False
mentalriskes,e5 / XLM-R,peluquería,▁pel | u | que | ría,1,False
mentalriskes,e5 / XLM-R,penas,▁pena | s,1,False
mentalriskes,e5 / XLM-R,pensaran,▁pensar | an,1,False
mentalriskes,e5 / XLM-R,pensarlo,▁pensar | lo,1,False
mentalriskes,e5 / XLM-R,pensarán,▁pensar | án,1,False
mentalriskes,e5 / XLM-R,pensándolo,▁pens | á | ndolo,1,False
mentalriskes,e5 / XLM-R,percepción,▁percep | ción,1,False
mentalriskes,e5 / XLM-R,perciben,▁per | ci | ben,1,False
mentalriskes,e5 / XLM-R,perdela,▁per | dela,1,False
mentalriskes,e5 / XLM-R,perderme,▁perder | me,1,False
mentalriskes,e5 / XLM-R,perdiendo,▁perdi | endo,1,False
mentalriskes,e5 / XLM-R,perdo,▁per | do,1,False
mentalriskes,e5 / XLM-R,perjudicar,▁per | judi | car,1,False
mentalriskes,e5 / XLM-R,perjudicarme,▁per | judi | car | me,1,False
mentalriskes,e5 / XLM-R,perogrullo,▁pero | gru | llo,1,False
mentalriskes,e5 / XLM-R,pesadillas,▁pesa | d | illas,1,False
mentalriskes,e5 / XLM-R,pidieran,▁pidi | eran,1,False
mentalriskes,e5 / XLM-R,pidieron,▁pidi | eron,1,False
mentalriskes,e5 / XLM-R,pidió,▁pidi | ó,1,False
mentalriskes,e5 / XLM-R,piense,▁pien | se,1,False
mentalriskes,e5 / XLM-R,pierda,▁pierd | a,1,False
mentalriskes,e5 / XLM-R,pille,▁pill | e,1,False
mentalriskes,e5 / XLM-R,planeado,▁plane | ado,1,False
mentalriskes,e5 / XLM-R,planificar,▁planifica | r,1,False
mentalriskes,e5 / XLM-R,planteado,▁plantea | do,1,False
mentalriskes,e5 / XLM-R,ponen,▁po | nen,1,False
mentalriskes,e5 / XLM-R,ponerle,▁poner | le,1,False
mentalriskes,e5 / XLM-R,ponerte,▁poner | te,1,False
mentalriskes,e5 / XLM-R,poniendome,▁poni | endo | me,1,False
mentalriskes,e5 / XLM-R,poniéndola,▁poni | é | ndo | la,1,False
mentalriskes,e5 / XLM-R,ponía,▁pon | ía,1,False
mentalriskes,e5 / XLM-R,portando,▁porta | ndo,1,False
mentalriskes,e5 / XLM-R,positivas,▁positiva | s,1,False
mentalriskes,e5 / XLM-R,positividad,▁positiv | idad,1,False
mentalriskes,e5 / XLM-R,positivos,▁positivo | s,1,False
mentalriskes,e5 / XLM-R,posturas,▁postura | s,1,False
mentalriskes,e5 / XLM-R,practicando,▁practica | ndo,1,False
mentalriskes,e5 / XLM-R,practico,▁practic | o,1,False
mentalriskes,e5 / XLM-R,precipitado,▁precipit | ado,1,False
mentalriskes,e5 / XLM-R,predefinidas,▁pre | defini | das,1,False
mentalriskes,e5 / XLM-R,predicciones,▁pred | i | cciones,1,False
mentalriskes,e5 / XLM-R,prediga,▁pred | iga,1,False
mentalriskes,e5 / XLM-R,preguntando,▁pregunta | ndo,1,False
mentalriskes,e5 / XLM-R,preguntándome,▁pre | gunt | án | dome,1,False
mentalriskes,e5 / XLM-R,preocupado,▁preocupa | do,1,True
mentalriskes,e5 / XLM-R,preocupas,▁preocupa | s,1,True
mentalriskes,e5 / XLM-R,preocupándome,▁ | preocup | án | dome,1,False
mentalriskes,e5 / XLM-R,prepararme,▁preparar | me,1,False
mentalriskes,e5 / XLM-R,presentaba,▁presenta | ba,1,False
mentalriskes,e5 / XLM-R,prestando,▁presta | ndo,1,False
mentalriskes,e5 / XLM-R,prestarle,▁prestar | le,1,False
mentalriskes,e5 / XLM-R,prestándole,▁prest | ándole,1,False
mentalriskes,e5 / XLM-R,principiante,▁principi | ante,1,False
mentalriskes,e5 / XLM-R,problema,problem | a,1,False
mentalriskes,e5 / XLM-R,productivas,▁product | ivas,1,False
mentalriskes,e5 / XLM-R,productivo,▁product | ivo,1,False
mentalriskes,e5 / XLM-R,progresivamente,▁progresiv | amente,1,False
mentalriskes,e5 / XLM-R,prohibido,▁prohibi | do,1,False
mentalriskes,e5 / XLM-R,proponen,▁propon | en,1,False
mentalriskes,e5 / XLM-R,propuesto,▁pro | puesto,1,False
mentalriskes,e5 / XLM-R,protegiendo,▁proteg | iendo,1,False
mentalriskes,e5 / XLM-R,provocados,▁provoca | dos,1,False
mentalriskes,e5 / XLM-R,provocando,▁provoca | ndo,1,False
mentalriskes,e5 / XLM-R,provocarme,▁provocar | me,1,False
mentalriskes,e5 / XLM-R,próximamente,▁próxima | mente,1,False
mentalriskes,e5 / XLM-R,psicología,▁psi | c | ología,1,False
mentalriskes,e5 / XLM-R,ptras,▁p | tras,1,False
mentalriskes,e5 / XLM-R,publico,▁public | o,1,False
mentalriskes,e5 / XLM-R,pudiendo,▁pudi | endo,1,False
mentalriskes,e5 / XLM-R,pudiésemos,▁pudi | ése | mos,1,False
mentalriskes,e5 / XLM-R,pudriéndose,▁pudr | i | éndose,1,False
mentalriskes,e5 / XLM-R,puestas,▁puesta | s,1,False
mentalriskes,e5 / XLM-R,puestos,▁puesto | s,1,False
mentalriskes,e5 / XLM-R,pánico,▁pá | nico,1,True
mentalriskes,e5 / XLM-R,quedadas,▁queda | das,1,False
mentalriskes,e5 / XLM-R,quedamos,▁que | damos,1,False
mentalriskes,e5 / XLM-R,quedan,▁que | dan,1,False
mentalriskes,e5 / XLM-R,quedando,▁queda | ndo,1,False
mentalriskes,e5 / XLM-R,quedaría,▁quedar | ía,1,False
mentalriskes,e5 / XLM-R,quejado,▁que | ja | do,1,False
mentalriskes,e5 / XLM-R,querría,▁quer | ría,1,False
mentalriskes,e5 / XLM-R,querías,▁quería | s,1,False
mentalriskes,e5 / XLM-R,quieta,▁quiet | a,1,False
mentalriskes,e5 / XLM-R,quisiera,▁quis | iera,1,False
mentalriskes,e5 / XLM-R,quitaría,▁qui | ta | ría,1,False
mentalriskes,e5 / XLM-R,quitándola,▁qui | tá | ndo | la,1,False
mentalriskes,e5 / XLM-R,racha,▁ | racha,1,False
mentalriskes,e5 / XLM-R,racionalmente,▁racional | mente,1,False
mentalriskes,e5 / XLM-R,radicalmente,▁radical | mente,1,False
mentalriskes,e5 / XLM-R,rao,▁ra | o,1,False
mentalriskes,e5 / XLM-R,realistas,▁realist | as,1,False
mentalriskes,e5 / XLM-R,rebajar,▁re | ba | jar,1,False
mentalriskes,e5 / XLM-R,rebata,▁re | bata,1,False
mentalriskes,e5 / XLM-R,recados,▁reca | dos,1,False
mentalriskes,e5 / XLM-R,recibirlo,▁recibir | lo,1,False
mentalriskes,e5 / XLM-R,recomiendas,▁recomienda | s,1,False
mentalriskes,e5 / XLM-R,reconfortantes,▁re | confort | antes,1,False
mentalriskes,e5 / XLM-R,reconocerlo,▁reconocer | lo,1,False
mentalriskes,e5 / XLM-R,reconociese,▁recon | oc | iese,1,False
mentalriskes,e5 / XLM-R,reconocía,▁recon | o | cía,1,False
mentalriskes,e5 / XLM-R,reconozco,▁recon | oz | co,1,False
mentalriskes,e5 / XLM-R,recuerdos,▁recuerdo | s,1,False
mentalriskes,e5 / XLM-R,recurrente,▁re | current | e,1,False
mentalriskes,e5 / XLM-R,recurrir,▁re | curr | ir,1,False
mentalriskes,e5 / XLM-R,rededor,▁rede | dor,1,False
mentalriskes,e5 / XLM-R,redirigir,▁re | diri | gir,1,False
mentalriskes,e5 / XLM-R,referías,▁refer | ías,1,False
mentalriskes,e5 / XLM-R,regodearme,▁reg | o | de | arme,1,False
mentalriskes,e5 / XLM-R,relacion,▁rela | cion,1,False
mentalriskes,e5 / XLM-R,relacionando,▁relaciona | ndo,1,False
mentalriskes,e5 / XLM-R,relaciono,▁rela | cion | o,1,False
mentalriskes,e5 / XLM-R,relaja,▁rela | ja,1,True
mentalriskes,e5 / XLM-R,relajarme,▁rela | jar | me,1,False
mentalriskes,e5 / XLM-R,relativizaría,▁relativi | za | ría,1,False
mentalriskes,e5 / XLM-R,remota,▁remo | ta,1,False
mentalriskes,e5 / XLM-R,removido,▁remo | vido,1,False
mentalriskes,e5 / XLM-R,renta,▁rent | a,1,False
mentalriskes,e5 / XLM-R,renunciado,▁renuncia | do,1,False
mentalriskes,e5 / XLM-R,reorganizar,▁reorganiza | r,1,False
mentalriskes,e5 / XLM-R,repaso,▁repas | o,1,False
mentalriskes,e5 / XLM-R,repetidas,▁repeti | das,1,False
mentalriskes,e5 / XLM-R,repetitivos,▁repeti | tivos,1,False
mentalriskes,e5 / XLM-R,repitieran,▁rep | iti | eran,1,False
mentalriskes,e5 / XLM-R,reposo,▁repos | o,1,False
mentalriskes,e5 / XLM-R,resolutiva,▁resol | u | tiva,1,False
mentalriskes,e5 / XLM-R,respeten,▁resp | eten,1,False
mentalriskes,e5 / XLM-R,respiración,▁respira | ción,1,False
mentalriskes,e5 / XLM-R,responda,▁respond | a,1,False
mentalriskes,e5 / XLM-R,responsabilidades,▁responsabilidad | es,1,False
mentalriskes,e5 / XLM-R,respuestas,▁respuesta | s,1,False
mentalriskes,e5 / XLM-R,resuelto,▁res | uel | to,1,False
mentalriskes,e5 / XLM-R,resuelvo,▁res | uel | vo,1,False
mentalriskes,e5 / XLM-R,resulto,▁result | o,1,False
mentalriskes,e5 / XLM-R,retardo,▁retard | o,1,False
mentalriskes,e5 / XLM-R,retomarlo,▁reto | mar | lo,1,False
mentalriskes,e5 / XLM-R,retraso,▁retras | o,1,False
mentalriskes,e5 / XLM-R,retraída,▁retra | ída,1,False
mentalriskes,e5 / XLM-R,retrospectiva,▁retro | spec | tiva,1,False
mentalriskes,e5 / XLM-R,reunion,▁reuni | on,1,False
mentalriskes,e5 / XLM-R,revisando,▁revi | s | ando,1,False
mentalriskes,e5 / XLM-R,reviso,▁revi | so,1,False
mentalriskes,e5 / XLM-R,revuelta,▁revue | lta,1,False
mentalriskes,e5 / XLM-R,rigida,▁rigid | a,1,False
mentalriskes,e5 / XLM-R,rindo,▁ri | ndo,1,False
mentalriskes,e5 / XLM-R,rio,▁ | rio,1,False
mentalriskes,e5 / XLM-R,rodeada,▁rodea | da,1,False
mentalriskes,e5 / XLM-R,roles,▁role | s,1,False
mentalriskes,e5 / XLM-R,romantico,▁romantic | o,1,False
mentalriskes,e5 / XLM-R,romperlo,▁romper | lo,1,False
mentalriskes,e5 / XLM-R,ruidos,▁ruido | s,1,False
mentalriskes,e5 / XLM-R,sabado,▁saba | do,1,False
mentalriskes,e5 / XLM-R,saberlo,▁saber | lo,1,False
mentalriskes,e5 / XLM-R,sabria,▁sab | ria,1,False
mentalriskes,e5 / XLM-R,sacado,▁sa | cado,1,False
mentalriskes,e5 / XLM-R,sacaria,▁sacar | ia,1,False
mentalriskes,e5 / XLM-R,sacarlo,▁sacar | lo,1,False
mentalriskes,e5 / XLM-R,sacase,▁sa | case,1,False
mentalriskes,e5 / XLM-R,salen,▁sal | en,1,False
mentalriskes,e5 / XLM-R,salga,▁sal | ga,1,False
mentalriskes,e5 / XLM-R,salgan,▁sa | lgan,1,False
mentalriskes,e5 / XLM-R,salimos,▁sali | mos,1,False
mentalriskes,e5 / XLM-R,salirse,▁salir | se,1,False
mentalriskes,e5 / XLM-R,saltado,▁salt | ado,1,False
mentalriskes,e5 / XLM-R,saltan,▁sal | tan,1,False
mentalriskes,e5 / XLM-R,salía,▁sal | ía,1,False
mentalriskes,e5 / XLM-R,sanas,▁sana | s,1,False
mentalriskes,e5 / XLM-R,satisfecha,▁satisf | e | cha,1,False
mentalriskes,e5 / XLM-R,saturada,▁satura | da,1,False
mentalriskes,e5 / XLM-R,saturo,▁satu | ro,1,False
mentalriskes,e5 / XLM-R,seca,▁se | ca,1,False
mentalriskes,e5 / XLM-R,seguor,▁ | segu | or,1,False
mentalriskes,e5 / XLM-R,sencillamente,▁sencilla | mente,1,False
mentalriskes,e5 / XLM-R,senia,▁se | nia,1,False
mentalriskes,e5 / XLM-R,sentada,▁sent | ada,1,False
mentalriskes,e5 / XLM-R,sentiria,▁sentir | ia,1,False
mentalriskes,e5 / XLM-R,sepan,▁se | pan,1,False
mentalriskes,e5 / XLM-R,serme,▁ser | me,1,False
mentalriskes,e5 / XLM-R,servido,▁servi | do,1,False
mentalriskes,e5 / XLM-R,serviría,▁servir | ía,1,False
mentalriskes,e5 / XLM-R,sesgo,▁ses | go,1,False
mentalriskes,e5 / XLM-R,sesion,▁se | sion,1,False
mentalriskes,e5 / XLM-R,siendtoy,▁si | end | to | y,1,False
mentalriskes,e5 / XLM-R,significaba,▁significa | ba,1,False
mentalriskes,e5 / XLM-R,significaría,▁significa | ría,1,False
mentalriskes,e5 / XLM-R,signifiquen,▁signifi | quen,1,False
mentalriskes,e5 / XLM-R,siguiese,▁sigui | ese,1,False
mentalriskes,e5 / XLM-R,sinceramente,▁sincer | amente,1,False
mentalriskes,e5 / XLM-R,sincerarnos,▁sincer | ar | nos,1,False
mentalriskes,e5 / XLM-R,sincere,▁sincer | e,1,False
mentalriskes,e5 / XLM-R,sincero,▁sincer | o,1,False
mentalriskes,e5 / XLM-R,sintiera,▁sint | iera,1,False
mentalriskes,e5 / XLM-R,sintiese,▁sint | iese,1,False
mentalriskes,e5 / XLM-R,sintiesen,▁sin | ties | en,1,False
mentalriskes,e5 / XLM-R,sirvió,▁si | rvi | ó,1,False
mentalriskes,e5 / XLM-R,sirvo,▁sir | vo,1,False
mentalriskes,e5 / XLM-R,sobrellevar,▁sobre | lle | var,1,False
mentalriskes,e5 / XLM-R,sobretodo,▁sobre | to | do,1,False
mentalriskes,e5 / XLM-R,sobrevivo,so | brev | ivo,1,False
mentalriskes,e5 / XLM-R,sociable,▁soci | able,1,False
mentalriskes,e5 / XLM-R,socializar,▁social | izar,1,False
mentalriskes,e5 / XLM-R,soledad,▁sol | edad,1,True
mentalriskes,e5 / XLM-R,solicitado,▁solicita | do,1,False
mentalriskes,e5 / XLM-R,solicité,▁solicit | é,1,False
mentalriskes,e5 / XLM-R,solucionarlo,▁solucionar | lo,1,False
mentalriskes,e5 / XLM-R,solía,▁sol | ía,1,False
mentalriskes,e5 / XLM-R,soportar,▁so | port | ar,1,False
mentalriskes,e5 / XLM-R,soporto,▁so | porto,1,False
mentalriskes,e5 / XLM-R,subido,▁sub | ido,1,False
mentalriskes,e5 / XLM-R,subiera,▁su | biera,1,False
mentalriskes,e5 / XLM-R,subirse,▁subir | se,1,False
mentalriskes,e5 / XLM-R,subsistir,▁sub | sis | tir,1,False
mentalriskes,e5 / XLM-R,sucediendo,▁su | ced | iendo,1,False
mentalriskes,e5 / XLM-R,sudan,▁su | dan,1,False
mentalriskes,e5 / XLM-R,suela,▁su | ela,1,False
mentalriskes,e5 / XLM-R,suena,▁su | ena,1,False
mentalriskes,e5 / XLM-R,sufrimiento,▁sufri | miento,1,False
mentalriskes,e5 / XLM-R,sufrirlo,▁sufrir | lo,1,False
mentalriskes,e5 / XLM-R,sumado,▁suma | do,1,False
mentalriskes,e5 / XLM-R,sumando,▁suma | ndo,1,False
mentalriskes,e5 / XLM-R,superarle,▁superar | le,1,False
mentalriskes,e5 / XLM-R,suplicio,▁su | plic | io,1,False
mentalriskes,e5 / XLM-R,suponiendo,su | pon | iendo,1,False
mentalriskes,e5 / XLM-R,surgido,▁sur | gido,1,False
mentalriskes,e5 / XLM-R,surgían,▁sur | g | ían,1,False
mentalriskes,e5 / XLM-R,surja,▁sur | ja,1,False
mentalriskes,e5 / XLM-R,suspender,▁suspend | er,1,False
mentalriskes,e5 / XLM-R,suspendido,▁suspend | ido,1,False
mentalriskes,e5 / XLM-R,síntoma,▁sín | toma,1,False
mentalriskes,e5 / XLM-R,tapón,▁ta | pón,1,False
mentalriskes,e5 / XLM-R,taquicardia,▁ta | qui | car | dia,1,False
mentalriskes,e5 / XLM-R,tardas,tar | das,1,False
mentalriskes,e5 / XLM-R,tardo,▁tar | do,1,False
mentalriskes,e5 / XLM-R,temprano,▁temp | rano,1,False
mentalriskes,e5 / XLM-R,tendria,▁tend | ria,1,False
mentalriskes,e5 / XLM-R,tendría,ten | d | ría,1,False
mentalriskes,e5 / XLM-R,tenerla,▁tener | la,1,False
mentalriskes,e5 / XLM-R,tenerlos,▁tener | los,1,False
mentalriskes,e5 / XLM-R,tengamos,▁tenga | mos,1,False
mentalriskes,e5 / XLM-R,teniamos,▁tenia | mos,1,False
mentalriskes,e5 / XLM-R,tensa,▁ten | sa,1,False
